Forrykt: Utrolignat på Smukfest;https://ekstrabladet.dk/musik/koncert_anmeldelser/forrykt-utrolig-nat-paa-smukfest/9365039
Massiv skuffelsepå Smukfest;https://ekstrabladet.dk/musik/koncert_anmeldelser/massiv-skuffelse-paa-smukfest/9365024
Herligt: Røvfuldpå Smukfest;https://ekstrabladet.dk/musik/koncert_anmeldelser/herligt-roevfuld-paa-smukfest/9365020
Bieber heltlam på Smukfest;https://ekstrabladet.dk/musik/koncert_anmeldelser/bieber-helt-lam-paa-smukfest/9363931
Gidsel i femhalvfede timer;https://ekstrabladet.dk/underholdning/anmeldelser/gidsel-i-fem-halvfede-timer/9362721
Håbløs: Færdigsom gårdsanger;https://ekstrabladet.dk/musik/koncert_anmeldelser/haabloes-faerdig-som-gaardsanger/9363935
Ude at skidepå Smukfest;https://ekstrabladet.dk/musik/koncert_anmeldelser/ude-at-skide-paa-smukfest/9363924
Grøn grådighed;https://ekstrabladet.dk/musik/koncert_anmeldelser/groen-graadighed/9348078
Kongelig klappeleg;https://ekstrabladet.dk/underholdning/anmeldelser/kongelig-klappeleg/9343401
Kæmpebandfejlede på Amager;https://ekstrabladet.dk/musik/koncert_anmeldelser/kaempeband-fejlede-paa-amager/9329124
Endelig: Nu erdet helt godnat;https://ekstrabladet.dk/musik/koncert_anmeldelser/endelig-nu-er-det-helt-godnat/9324666
Komisk roderipå Roskilde;https://ekstrabladet.dk/musik/koncert_anmeldelser/komisk-roderi-paa-roskilde/9324664
Ulidelig: Komaldrig tilbage;https://ekstrabladet.dk/musik/koncert_anmeldelser/ulidelig-kom-aldrig-tilbage/9324662
Vildt i Roskilde:Skete det lige?!;https://ekstrabladet.dk/musik/koncert_anmeldelser/vildt-i-roskilde-skete-det-lige/9323027
Røv og nøglerpå Roskilde;https://ekstrabladet.dk/musik/koncert_anmeldelser/roev-og-noegler-paa-roskilde/9323020
Katastrofalt:Døden på Orange;https://ekstrabladet.dk/musik/koncert_anmeldelser/katastrofalt-doeden-paa-orange/9321309
Sexgalning:Porno på Orange;https://ekstrabladet.dk/musik/koncert_anmeldelser/sexgalning-porno-paa-orange/9321291
Diva groft svigtetpå Roskilde;https://ekstrabladet.dk/musik/koncert_anmeldelser/diva-groft-svigtet-paa-roskilde/9321273
Forrykt brøler:Idioti på Roskilde;https://ekstrabladet.dk/musik/koncert_anmeldelser/forrykt-broeler-idioti-paa-roskilde/9321244
Håbløs klovn tilgrin på Orange;https://ekstrabladet.dk/musik/koncert_anmeldelser/haabloes-klovn-til-grin-paa-orange/9320223
Helt afbleget:Brækkede nakken;https://ekstrabladet.dk/musik/koncert_anmeldelser/helt-afbleget-braekkede-nakken/9320113
103 decibeldalrende Depp;https://ekstrabladet.dk/underholdning/anmeldelser/103-decibel-dalrende-depp/9318543
Amatøragtig:Hvad laver hun?!;https://ekstrabladet.dk/musik/koncert_anmeldelser/amatoeragtig-hvad-laver-hun/9314385
Folk gik:Pinligt ringe;https://ekstrabladet.dk/musik/koncert_anmeldelser/folk-gik-pinligt-ringe/9314381
Freaky fredag:Vandvid fra Aqua;https://ekstrabladet.dk/musik/koncert_anmeldelser/freaky-fredag-vandvid-fra-aqua/9313373
Galeanstalt:Enorm dum musik;https://ekstrabladet.dk/musik/koncert_anmeldelser/galeanstalt-enorm-dum-musik/9313360
Fornøjelse:Spaderne gjorde det;https://ekstrabladet.dk/musik/koncert_anmeldelser/fornoejelse-spaderne-gjorde-det/9313356
Ubegribeligtmed Helmig;https://ekstrabladet.dk/musik/koncert_anmeldelser/ubegribeligt-med-helmig/9311671
Verdensnavn:Røvsyg på Fyn;https://ekstrabladet.dk/musik/koncert_anmeldelser/verdensnavn-roevsyg-paa-fyn/9311668
Afbrudt samlejepå megascene;https://ekstrabladet.dk/musik/koncert_anmeldelser/afbrudt-samleje-paa-megascene/9311569
Idiotisk:Megakoncert smadret;https://ekstrabladet.dk/musik/koncert_anmeldelser/idiotisk-megakoncert-smadret/9310145
Chok: Kongenknuste ikonerne;https://ekstrabladet.dk/musik/koncert_anmeldelser/chok-kongen-knuste-ikonerne/9304987
Unikt: Tordenfra blå himmel;https://ekstrabladet.dk/musik/koncert_anmeldelser/unikt-torden-fra-blaa-himmel/9304817
Helte saboteretpå hovedscenen;https://ekstrabladet.dk/musik/koncert_anmeldelser/helte-saboteret-paa-hovedscenen/9304673
Dansk sensationefter midnat;https://ekstrabladet.dk/musik/koncert_anmeldelser/dansk-sensation-efter-midnat/9303753
Malplaceret:Røv og nøgler;https://ekstrabladet.dk/musik/koncert_anmeldelser/malplaceret-roev-og-noegler/9303752
Topløs jydeamok i København;https://ekstrabladet.dk/musik/koncert_anmeldelser/toploes-jyde-amok-i-koebenhavn/9302562
Megaband erendelig færdige;https://ekstrabladet.dk/musik/koncert_anmeldelser/megaband-er-endelig-faerdige/9301795
I skabet: Præstenfra Helvede;https://ekstrabladet.dk/musik/koncert_anmeldelser/i-skabet-praesten-fra-helvede/9301506
Hun er kompletlatterlig;https://ekstrabladet.dk/musik/koncert_anmeldelser/hun-er-komplet-latterlig/9301203
For helvede,Metallica!;https://ekstrabladet.dk/musik/koncert_anmeldelser/for-helvede-metallica/9300142
Kæmpe kiks:Ikke gode nok;https://ekstrabladet.dk/musik/koncert_anmeldelser/kaempe-kiks-ikke-gode-nok/9300136
Klaphat: Kom30 år for sent;https://ekstrabladet.dk/musik/koncert_anmeldelser/klaphat-kom-30-aar-for-sent/9299824
Skuffendestrengeleg;https://ekstrabladet.dk/underholdning/anmeldelser/skuffende-strengeleg/9295723
Frustrationersom fællessang;https://ekstrabladet.dk/underholdning/anmeldelser/frustrationer-som-faellessang/9291250
Topløs legendeløs i København;https://ekstrabladet.dk/musik/koncert_anmeldelser/toploes-legende-loes-i-koebenhavn/9285494
Comeback: Aldrigværet vildere;https://ekstrabladet.dk/musik/koncert_anmeldelser/comeback-aldrig-vaeret-vildere/9284261
Fladpandetrøvballepop;https://ekstrabladet.dk/musik/koncert_anmeldelser/fladpandet-roevballepop/9284260
Jesus! Sketedet lige?;https://ekstrabladet.dk/musik/koncert_anmeldelser/jesus-skete-det-lige/9284259
Tudefjæs:Skift dog job;https://ekstrabladet.dk/musik/koncert_anmeldelser/tudefjaes-skift-dog-job/9283926
Hovedløst:Hun er uegnet;https://ekstrabladet.dk/musik/koncert_anmeldelser/hovedloest-hun-er-uegnet/9283764
Jysk idioti:Topnavn saboteret;https://ekstrabladet.dk/musik/koncert_anmeldelser/jysk-idioti-topnavn-saboteret/9281908
